episode,seed,agent_color,result,reward,score,plies,termination,illegal_action
274,40273,black,0-1,1.0,1.0,44,checkmate,False
275,40274,white,1/2-1/2,0.0,0.5,65,stalemate,False
276,40275,black,0-1,1.0,1.0,86,checkmate,False
277,40276,white,1-0,1.0,1.0,33,checkmate,False
278,40277,black,0-1,1.0,1.0,18,checkmate,False
279,40278,white,1/2-1/2,0.0,0.5,100,max_plies,False
280,40279,black,1/2-1/2,0.0,0.5,100,max_plies,False
281,40280,white,1-0,1.0,1.0,43,checkmate,False
282,40281,black,0-1,1.0,1.0,20,checkmate,False
283,40282,white,1-0,1.0,1.0,75,checkmate,False
284,40283,black,0-1,1.0,1.0,12,checkmate,False
285,40284,white,1-0,1.0,1.0,31,checkmate,False
286,40285,black,0-1,1.0,1.0,12,checkmate,False
287,40286,white,1-0,1.0,1.0,25,checkmate,False
288,40287,black,1/2-1/2,0.0,0.5,100,max_plies,False
289,40288,white,1-0,1.0,1.0,49,checkmate,False
290,40289,black,0-1,1.0,1.0,54,checkmate,False
291,40290,white,1/2-1/2,0.0,0.5,100,max_plies,False
292,40291,black,1/2-1/2,0.0,0.5,42,threefold_repetition,False
293,40292,white,1/2-1/2,0.0,0.5,53,threefold_repetition,False
294,40293,black,0-1,1.0,1.0,24,checkmate,False
295,40294,white,1-0,1.0,1.0,99,checkmate,False
296,40295,black,0-1,1.0,1.0,60,checkmate,False
297,40296,white,1-0,1.0,1.0,69,checkmate,False
298,40297,black,1/2-1/2,0.0,0.5,100,max_plies,False
299,40298,white,1-0,1.0,1.0,67,checkmate,False
300,40299,black,0-1,1.0,1.0,72,checkmate,False
301,40300,white,1-0,1.0,1.0,21,checkmate,False
302,40301,black,0-1,1.0,1.0,22,checkmate,False
303,40302,white,1-0,1.0,1.0,23,checkmate,False
304,40303,black,1/2-1/2,0.0,0.5,100,max_plies,False
305,40304,white,1/2-1/2,0.0,0.5,100,max_plies,False
306,40305,black,0-1,1.0,1.0,86,checkmate,False
307,40306,white,1/2-1/2,0.0,0.5,26,threefold_repetition,False
308,40307,black,1/2-1/2,0.0,0.5,47,threefold_repetition,False
309,40308,white,1/2-1/2,0.0,0.5,100,max_plies,False
310,40309,black,0-1,1.0,1.0,20,checkmate,False
311,40310,white,1/2-1/2,0.0,0.5,100,max_plies,False
312,40311,black,0-1,1.0,1.0,48,checkmate,False
313,40312,white,1-0,1.0,1.0,49,checkmate,False
314,40313,black,0-1,1.0,1.0,54,checkmate,False
315,40314,white,1/2-1/2,0.0,0.5,100,max_plies,False
316,40315,black,0-1,1.0,1.0,72,checkmate,False
